Sample1	F1	F2	F3	F4	F5	F6
505.00177	0.002164768	0.043066725	0.001278628	0.007404069	0.00532799	0.008268245
503.9407349	0.002583582	0.044260539	0.001617906	0.007906809	0.005684137	0.008520255
503.0310669	0.002987475	0.04508378	0.002027611	0.008197886	0.006078062	0.009052279
501.9695435	0.003556448	0.045596551	0.002176111	0.008615301	0.006357828	0.009296281
501.0595093	0.004036853	0.045670621	0.002354591	0.009000371	0.006822095	0.009804289
499.9975586	0.004107979	0.045251753	0.002341214	0.009363195	0.007196867	0.010135643
498.9353943	0.004517895	0.044736121	0.00247834	0.010081698	0.007614822	0.010498727
498.0247803	0.004656522	0.043884497	0.002316932	0.0101132	0.007719551	0.010610175
496.9621582	0.005045429	0.043001644	0.002391342	0.010365142	0.00807342	0.010991923
496.0511475	0.005085578	0.041727208	0.002214486	0.01053864	0.008195354	0.011116856
494.9880981	0.005132881	0.040189356	0.002126891	0.010646863	0.008279063	0.011260926
493.9248352	0.005116432	0.038990323	0.001809336	0.010868086	0.008314313	0.011410251
493.0132751	0.005133877	0.037861865	0.00163599	0.010755457	0.00825165	0.011496071
491.9495544	0.004939353	0.036870137	0.001607851	0.010418593	0.008212738	0.01119943
491.0375977	0.004750595	0.036126185	0.001427184	0.010405972	0.008084286	0.01105368
489.9734497	0.004633628	0.035320748	0.001317469	0.010282622	0.007988406	0.011134065
489.0611572	0.004141272	0.034453683	0.000978789	0.009913706	0.007562822	0.010752247
487.996582	0.003881525	0.034380242	0.000854222	0.009832039	0.007354649	0.010522065
486.9317932	0.003611519	0.034265101	0.000651883	0.009372981	0.007204815	0.010080532
486.0189209	0.003453317	0.034462258	0.000770324	0.009326986	0.007014018	0.01016328
484.9536743	0.003200684	0.03494779	0.000602292	0.009139458	0.006604026	0.009960241
484.0404358	0.003088695	0.03558407	0.000689917	0.008780229	0.006555459	0.009537827
482.9747925	0.00290147	0.03674842	0.000926411	0.008683298	0.006554539	0.009522401
482.0611877	0.002998187	0.037748452	0.001057226	0.008644558	0.006374456	0.00944369
480.9951172	0.002984529	0.039161593	0.001230367	0.008840644	0.006458077	0.009493772
479.9288025	0.002921328	0.040355727	0.001227667	0.008648123	0.006314305	0.009361555
479.0146484	0.002993	0.04187379	0.00159564	0.008701019	0.006340387	0.009480676
477.947937	0.003238289	0.043616753	0.001758287	0.008842599	0.006397205	0.009391021
477.0334167	0.003703409	0.045232076	0.002182381	0.009272983	0.006767982	0.009883198
475.9662781	0.003748134	0.046748828	0.00247079	0.009161321	0.006774344	0.009726427
475.0513916	0.003876981	0.047751006	0.002803393	0.009488375	0.007048772	0.010034859
473.9838257	0.004238423	0.04903724	0.002864493	0.009732146	0.007170339	0.010229956
473.0686035	0.004568747	0.050261408	0.003236516	0.010076717	0.007571857	0.010410267
472.0006409	0.004823748	0.051263429	0.003489535	0.01049825	0.007708089	0.01069658
